NCTId,Text,clean,tfidf,cluster1
NCT02323880,"Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,nan,nan,nan,nan,nan",hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter nan nan nan nan nan,"[0.42857143 0.27272727 0.42857143 0.5        0.875      0.61904762
 0.5        0.66666667 0.46153846 0.75       0.         0.38461538
 0.91891892 0.83333333 0.         0.46666667 0.66666667 0.66666667
 0.96551724 0.76470588 0.57894737 0.52941176 0.61111111 0.54545455
 0.57894737 0.85714286 0.76923077 0.65       0.66666667 0.8125
 0.66666667 0.66666667 0.66666667 0.72727273 0.5        0.5625
 0.66666667 0.69565217 0.38461538 0.65217391 0.61904762 0.42857143
 0.89655172 0.79411765 0.         0.89285714 0.73333333 0.86956522
 0.61904762 0.875      0.72       0.8125     0.83333333 0.5625
 0.66666667 0.91176471 0.85       0.75862069 0.66666667 0.6
 0.63157895 0.68181818 0.85       0.27272727 0.8125     0.9
 0.91428571 0.9        0.85       0.65       0.73076923 0.85
 0.66666667 0.90322581 0.66666667 0.8125     0.66666667 0.90909091
 0.42857143 0.46666667 0.8125     0.68       0.         0.
 0.90322581 0.75862069 0.92105263]",8
NCT02337517,"nan,nan,HIV=NO OR HIV=Unknown OR (HIV =YES AND HAART=YES AND AIDS=NO AND CD4>=250 {cells}/mm3 AND Treatment-sensitive HIV=YES AND Healthy=YES),HIV=NO OR HIV=Unknown OR (HIV =YES AND HAART=YES AND AIDS=NO AND CD4>=250 {cells}/mm3 AND Treatment-sensitive HIV=YES AND Healthy=YES),nan,nan,nan,nan,Platelet count greater than or equal to 50000 platelets per cubic milimeter,Platelet count greater than or equal to 50000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter,Leukocyte count greater than or equal to 3000 per microliter",nan nan hiv   hiv unknown   hiv  yes  haart yes  aids   cd4 250  cells mm3  treatment sensitive hiv yes  healthy yes hiv   hiv unknown   hiv  yes  haart yes  aids   cd4 250  cells mm3  treatment sensitive hiv yes  healthy yes nan nan nan nan platelet count greater   equal  50000 platelets per cubic milimeter platelet count greater   equal  50000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter leukocyte count greater   equal  3000 per microliter,"[0.76666667 0.86666667 0.76666667 0.65517241 0.5        0.74285714
 0.74193548 0.51724138 0.75       0.68421053 0.89285714 0.75862069
 0.58974359 0.5        0.89285714 0.68965517 0.51724138 0.51724138
 0.90243902 0.78723404 0.6875     0.66666667 0.62068966 0.93103448
 0.6875     0.44       0.70833333 0.6        0.51724138 0.58333333
 0.56666667 0.51724138 0.51724138 0.51724138 0.65517241 0.68965517
 0.51724138 0.44827586 0.75862069 0.51612903 0.48275862 0.76666667
 0.43333333 0.48648649 0.89285714 0.         0.60526316 0.36
 0.48275862 0.25       0.61764706 0.58333333 0.5        0.68965517
 0.51724138 0.42424242 0.48       0.5        0.51724138 0.51724138
 0.5862069  0.53333333 0.41666667 0.82758621 0.58333333 0.54545455
 0.56756757 0.5        0.41666667 0.55172414 0.62857143 0.41666667
 0.61290323 0.55882353 0.65714286 0.58333333 0.56666667 0.5
 0.76666667 0.68965517 0.58333333 0.54545455 0.89285714 0.89285714
 0.46875    0.5        0.63414634]",0
NCT02359565,"Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,HIV =NO OR HIV =Unknown OR (HIV =YES AND HAART=YES AND CD4>400 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO),HIV =NO OR HIV =Unknown OR (HIV =YES AND HAART=YES AND CD4>400 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO),HIV =NO OR HIV =Unknown OR (HIV =YES AND HAART=YES AND CD4>400 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter without transfusion,Platelet count greater than or equal to 100000 platelets per cubic milimeter without transfusion,Platelet count greater than or equal to 100000 platelets per cubic milimeter without transfusion,nan,nan,nan",hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hiv    hiv  unknown   hiv  yes  haart yes  cd4 400  cells mm3  viral load 0  copies mm3  prevention  treatment  opportunistic infection   hiv    hiv  unknown   hiv  yes  haart yes  cd4 400  cells mm3  viral load 0  copies mm3  prevention  treatment  opportunistic infection   hiv    hiv  unknown   hiv  yes  haart yes  cd4 400  cells mm3  viral load 0  copies mm3  prevention  treatment  opportunistic infection   nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan platelet count greater   equal  100000 platelets per cubic milimeter without transfusion platelet count greater   equal  100000 platelets per cubic milimeter without transfusion platelet count greater   equal  100000 platelets per cubic milimeter without transfusion nan nan nan,"[0.53333333 0.75757576 0.53333333 0.51612903 0.67567568 0.62162162
 0.60606061 0.52941176 0.76470588 0.64285714 0.73333333 0.61290323
 0.70833333 0.6969697  0.73333333 0.5483871  0.52941176 0.52941176
 0.91666667 0.66666667 0.55882353 0.53125    0.61764706 0.8125
 0.6        0.51612903 0.77419355 0.55882353 0.52941176 0.71875
 0.48484848 0.52941176 0.52941176 0.57142857 0.51612903 0.59375
 0.52941176 0.51428571 0.61290323 0.48571429 0.40625    0.53333333
 0.45714286 0.425      0.73333333 0.60526316 0.         0.58823529
 0.40625    0.55882353 0.45714286 0.75757576 0.6969697  0.59375
 0.52941176 0.65909091 0.63636364 0.38888889 0.52941176 0.48484848
 0.62857143 0.5        0.63636364 0.67741935 0.75757576 0.625
 0.60465116 0.72093023 0.63636364 0.55882353 0.47222222 0.63636364
 0.57142857 0.63414634 0.41176471 0.75757576 0.57142857 0.51282051
 0.53333333 0.5483871  0.75757576 0.28125    0.73333333 0.73333333
 0.35294118 0.51282051 0.65957447]",12
NCT02363283,"nan,HIV =NO OR HIV =Unknown OR (HIV =YES AND CD4>=200 {cells}/mm3),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv    hiv  unknown   hiv  yes  cd4 200  cells mm3 nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.66666667 0.88461538 0.66666667 0.58333333 0.39130435 0.7
 0.69230769 0.41666667 0.69565217 0.5483871  0.86956522 0.70833333
 0.61111111 0.36842105 0.86956522 0.68       0.41666667 0.41666667
 0.88888889 0.73170732 0.62962963 0.6        0.47826087 0.91666667
 0.67857143 0.38095238 0.63157895 0.45833333 0.41666667 0.55
 0.53846154 0.41666667 0.41666667 0.41666667 0.58333333 0.625
 0.41666667 0.4        0.70833333 0.53571429 0.44       0.66666667
 0.38461538 0.54285714 0.86956522 0.36       0.58823529 0.
 0.44       0.15       0.6        0.38888889 0.27777778 0.625
 0.41666667 0.43333333 0.35       0.46666667 0.41666667 0.41666667
 0.5        0.44       0.26315789 0.79166667 0.38888889 0.46428571
 0.62857143 0.65625    0.26315789 0.45833333 0.61290323 0.26315789
 0.53846154 0.48275862 0.6        0.38888889 0.41666667 0.4137931
 0.66666667 0.625      0.55       0.51724138 0.86956522 0.86956522
 0.37037037 0.4137931  0.58333333]",6
NCT02364557,"Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=YES AND  CD4>=200 {cells}/mm3),HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=YES AND  CD4>=200 {cells}/mm3),nan,nan,nan,nan,Platelet count greater than or equal to 50000 platelets per cubic milimeter,Platelet count greater than or equal to 50000 platelets per cubic milimeter,nan,nan",hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hiv   hiv unknown   hiv yes  haart yes  cd4 200  cells mm3 hiv   hiv unknown   hiv yes  haart yes  cd4 200  cells mm3 nan nan nan nan platelet count greater   equal  50000 platelets per cubic milimeter platelet count greater   equal  50000 platelets per cubic milimeter nan nan,"[0.47826087 0.66666667 0.47826087 0.39130435 0.62068966 0.55172414
 0.52       0.42307692 0.68       0.58823529 0.61904762 0.45454545
 0.70731707 0.64       0.61904762 0.36363636 0.42307692 0.42307692
 0.8974359  0.72093023 0.46153846 0.41666667 0.53846154 0.73913043
 0.46153846 0.39130435 0.68181818 0.51851852 0.42307692 0.54545455
 0.29166667 0.42307692 0.42307692 0.48148148 0.39130435 0.43478261
 0.42307692 0.40740741 0.45454545 0.24       0.         0.47826087
 0.5483871  0.5        0.61904762 0.48275862 0.40625    0.44
 0.         0.46153846 0.5        0.72       0.64       0.43478261
 0.42307692 0.61111111 0.56       0.41935484 0.42307692 0.36
 0.5        0.44444444 0.56       0.54545455 0.72       0.64705882
 0.62162162 0.68571429 0.56       0.46153846 0.35714286 0.56
 0.53571429 0.65714286 0.5        0.72       0.48148148 0.63888889
 0.47826087 0.36363636 0.66666667 0.35714286 0.61904762 0.61904762
 0.61764706 0.41935484 0.71428571]",14
NCT02381561,"nan,HIV =NO OR HIV =Unknown OR (HIV =YES AND CD4>=250 {cells}/mm3 AND HAART=YES),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv    hiv  unknown   hiv  yes  cd4 250  cells mm3  haart yes nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.68       0.88888889 0.68       0.6        0.34782609 0.70967742
 0.7037037  0.375      0.70833333 0.60606061 0.875      0.72
 0.58333333 0.31578947 0.875      0.64       0.375      0.375
 0.89189189 0.73809524 0.64285714 0.61538462 0.5        0.92
 0.68965517 0.33333333 0.65       0.48       0.375      0.57142857
 0.5        0.375      0.375      0.375      0.6        0.64
 0.375      0.29166667 0.72       0.55172414 0.46153846 0.68
 0.34615385 0.47058824 0.875      0.25       0.55882353 0.15
 0.46153846 0.         0.56666667 0.42105263 0.31578947 0.64
 0.375      0.4        0.3        0.43333333 0.375      0.375
 0.52       0.4        0.21052632 0.8        0.42105263 0.42857143
 0.6        0.625      0.21052632 0.41666667 0.625      0.21052632
 0.55555556 0.44827586 0.56666667 0.42105263 0.44       0.37931034
 0.68       0.64       0.5        0.48275862 0.875      0.875
 0.39285714 0.37931034 0.55555556]",6
NCT02408861,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,HIV =YES AND Viral Load=0 {copies}/mm3 AND HAART=YES,HIV =YES AND Viral Load=0 {copies}/mm3 AND HAART=YES,nan,nan,nan,nan,Platelet count greater than or equal to 75000 platelets per cubic milimeter,Platelet count greater than or equal to 75000 platelets per cubic milimeter,Leukocyte count greater than or equal to 2000 per microliter,Leukocyte count greater than or equal to 2000 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv  yes  viral load 0  copies mm3  haart yes hiv  yes  viral load 0  copies mm3  haart yes nan nan nan nan platelet count greater   equal  75000 platelets per cubic milimeter platelet count greater   equal  75000 platelets per cubic milimeter leukocyte count greater   equal  2000 per microliter leukocyte count greater   equal  2000 per microliter,"[0.59259259 0.75       0.59259259 0.57142857 0.61290323 0.63636364
 0.62068966 0.37037037 0.61538462 0.58333333 0.72       0.57692308
 0.69767442 0.57692308 0.72       0.5        0.37037037 0.37037037
 0.9047619  0.65116279 0.61290323 0.5862069  0.42307692 0.76923077
 0.6969697  0.57142857 0.66666667 0.51724138 0.37037037 0.7037037
 0.42857143 0.37037037 0.37037037 0.48275862 0.57142857 0.375
 0.37037037 0.4137931  0.57692308 0.57575758 0.5        0.59259259
 0.4        0.5        0.72       0.61764706 0.45714286 0.6
 0.5        0.56666667 0.         0.65384615 0.57692308 0.44
 0.37037037 0.64102564 0.5        0.20689655 0.37037037 0.42857143
 0.38461538 0.39285714 0.55555556 0.7037037  0.65384615 0.6
 0.65       0.80487805 0.55555556 0.40740741 0.36666667 0.55555556
 0.48275862 0.61111111 0.28571429 0.65384615 0.42857143 0.59459459
 0.59259259 0.5        0.6        0.41935484 0.72       0.72
 0.52941176 0.47058824 0.6097561 ]",12
NCT02417701,"nan,nan,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan nan nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.52941176 0.84210526 0.52941176 0.57894737 0.42105263 0.66666667
 0.57894737 0.45       0.5625     0.59259259 0.8125     0.58823529
 0.77142857 0.15384615 0.8125     0.63157895 0.45       0.45
 0.93548387 0.67647059 0.63636364 0.6        0.35294118 0.94444444
 0.88888889 0.65       0.41666667 0.42105263 0.45       0.53333333
 0.70833333 0.45       0.45       0.45       0.57894737 0.63157895
 0.45       0.5        0.58823529 0.74074074 0.72       0.52941176
 0.6        0.70588235 0.8125     0.58333333 0.75757576 0.38888889
 0.72       0.42105263 0.65384615 0.         0.15384615 0.63157895
 0.45       0.62068966 0.375      0.65517241 0.45       0.45
 0.47368421 0.47619048 0.26666667 0.84210526 0.         0.56
 0.79411765 0.83870968 0.26666667 0.42105263 0.75862069 0.26666667
 0.52380952 0.57692308 0.7037037  0.         0.45       0.60714286
 0.52941176 0.63157895 0.625      0.71428571 0.8125     0.8125
 0.57692308 0.60714286 0.66666667]",10
NCT02437851,"nan,HIV=YES,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv yes nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.57894737 0.85714286 0.57894737 0.55       0.31578947 0.64
 0.61904762 0.35       0.61111111 0.57142857 0.83333333 0.63157895
 0.71428571 0.14285714 0.83333333 0.6        0.35       0.35
 0.87096774 0.69444444 0.60869565 0.57142857 0.33333333 0.89473684
 0.81481481 0.55       0.5        0.4        0.35       0.5
 0.68       0.35       0.35       0.35       0.55       0.52631579
 0.35       0.47826087 0.63157895 0.66666667 0.64       0.57894737
 0.52       0.64705882 0.83333333 0.5        0.6969697  0.27777778
 0.64       0.31578947 0.57692308 0.15384615 0.         0.6
 0.35       0.55172414 0.25       0.5862069  0.35       0.35
 0.45       0.38095238 0.13333333 0.8        0.15384615 0.48
 0.73529412 0.77419355 0.13333333 0.4        0.68965517 0.13333333
 0.5        0.5        0.62962963 0.15384615 0.35       0.53571429
 0.57894737 0.6        0.5        0.64285714 0.83333333 0.83333333
 0.5        0.53571429 0.60606061]",6
NCT02438722,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,HIV=NO OR HIV=Unknown,nan,nan,Platelet count greater than or equal to 75000 platelets per cubic milimeter,nan",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv   hiv unknown nan nan platelet count greater   equal  75000 platelets per cubic milimeter nan,"[0.38888889 0.63157895 0.38888889 0.27777778 0.64       0.5
 0.45       0.33333333 0.57894737 0.55172414 0.5625     0.35294118
 0.825      0.6        0.5625     0.33333333 0.33333333 0.33333333
 0.91176471 0.71052632 0.38095238 0.31578947 0.31578947 0.64705882
 0.64       0.52380952 0.46666667 0.38095238 0.33333333 0.47058824
 0.25       0.33333333 0.33333333 0.47826087 0.27777778 0.125
 0.33333333 0.45833333 0.35294118 0.48       0.43478261 0.38888889
 0.7        0.58823529 0.5625     0.68965517 0.59375    0.625
 0.43478261 0.64       0.44       0.63157895 0.6        0.
 0.33333333 0.70588235 0.57142857 0.46428571 0.33333333 0.40909091
 0.16666667 0.36363636 0.57142857 0.47058824 0.63157895 0.70967742
 0.75       0.78787879 0.57142857 0.3        0.46153846 0.57142857
 0.33333333 0.71875    0.60714286 0.63157895 0.33333333 0.73529412
 0.38888889 0.125      0.7        0.51851852 0.5625     0.5625
 0.71875    0.51724138 0.76923077]",5
NCT02453620,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)},nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.45454545 0.70833333 0.45454545 0.36363636 0.375      0.53571429
 0.5        0.         0.47619048 0.43333333 0.66666667 0.5
 0.7        0.35       0.66666667 0.40909091 0.         0.
 0.89473684 0.61538462 0.44       0.39130435 0.15       0.72727273
 0.65517241 0.56       0.66666667 0.22727273 0.         0.59090909
 0.4        0.         0.         0.18181818 0.36363636 0.33333333
 0.         0.25       0.5        0.51724138 0.42307692 0.45454545
 0.53333333 0.44117647 0.66666667 0.51724138 0.52941176 0.41666667
 0.42307692 0.375      0.37037037 0.45       0.35       0.33333333
 0.         0.55882353 0.33333333 0.34482759 0.         0.0952381
 0.19047619 0.04761905 0.25       0.59090909 0.45       0.5
 0.75       0.78378378 0.25       0.05       0.44827586 0.25
 0.26086957 0.51612903 0.42857143 0.45       0.0952381  0.58823529
 0.45454545 0.40909091 0.52380952 0.5        0.66666667 0.66666667
 0.5625     0.28571429 0.60526316]",9
NCT02465060,"nan,HIV =NO OR HIV =Unknown OR (HIV =YES AND  CD4 {cells}/mm3 AND ((HAART=NO) OR (HAART=YES AND HIV Protease Inhibitor=NO)) AND AIDS=NO AND Healthy=YES,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter or Bone Marrow involvement and platelet count of 75000 per cubic milimiter and neutrophil count of 1000,Leukocyte count greater than or equal to 3000 per microliter",nan hiv    hiv  unknown   hiv  yes  cd4  cells mm3   haart     haart yes  hiv protease inhibitor    aids   healthy yes nan nan platelet count greater   equal  100000 platelets per cubic milimeter  bone marrow involvement  platelet count  75000 per cubic milimiter  neutrophil count  1000 leukocyte count greater   equal  3000 per microliter,"[0.77142857 0.88888889 0.77142857 0.67647059 0.54545455 0.75
 0.75       0.55882353 0.79411765 0.69767442 0.91176471 0.8
 0.51219512 0.55172414 0.91176471 0.74285714 0.55882353 0.55882353
 0.81395349 0.71428571 0.7027027  0.68571429 0.64705882 0.94285714
 0.73684211 0.5        0.72413793 0.62857143 0.55882353 0.70967742
 0.6        0.55882353 0.55882353 0.55882353 0.67647059 0.70588235
 0.55882353 0.54285714 0.8        0.63157895 0.61111111 0.77142857
 0.48571429 0.59090909 0.91176471 0.42424242 0.65909091 0.43333333
 0.61111111 0.4        0.64102564 0.62068966 0.55172414 0.70588235
 0.55882353 0.         0.53333333 0.53846154 0.55882353 0.55882353
 0.61764706 0.57142857 0.48275862 0.85714286 0.62068966 0.54054054
 0.68888889 0.57894737 0.48275862 0.58823529 0.71428571 0.48275862
 0.63888889 0.55263158 0.675      0.62068966 0.6        0.575
 0.77142857 0.70588235 0.66666667 0.61538462 0.91176471 0.91176471
 0.55263158 0.5        0.55813953]",0
NCT02474173,"nan,HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 2000 per microliter",nan hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  2000 per microliter,"[0.61904762 0.86956522 0.61904762 0.52380952 0.3        0.66666667
 0.65217391 0.33333333 0.71428571 0.64516129 0.85       0.66666667
 0.69444444 0.25       0.85       0.57142857 0.33333333 0.33333333
 0.87878788 0.74358974 0.58333333 0.54545455 0.47619048 0.9047619
 0.78571429 0.45       0.5625     0.45454545 0.33333333 0.47058824
 0.6        0.33333333 0.33333333 0.33333333 0.52380952 0.57142857
 0.33333333 0.52       0.66666667 0.64285714 0.56       0.61904762
 0.375      0.54545455 0.85       0.48       0.63636364 0.35
 0.56       0.3        0.5        0.375      0.25       0.57142857
 0.33333333 0.53333333 0.         0.56666667 0.33333333 0.33333333
 0.5        0.36363636 0.125      0.76190476 0.375      0.46153846
 0.71428571 0.75       0.125      0.38095238 0.62068966 0.125
 0.47826087 0.48148148 0.5        0.375      0.40909091 0.56666667
 0.61904762 0.57142857 0.26666667 0.62068966 0.85       0.85
 0.53571429 0.51724138 0.58823529]",6
NCT02496208,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=YES AND  CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3),HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=YES AND  CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3),nan,nan,nan,nan,Platelet count greater than or equal to 75000 platelets per cubic milimeter,Platelet count greater than or equal to 75000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv   hiv unknown   hiv yes  haart yes  cd4 350  cells mm3  viral load 0  copies mm3 hiv   hiv unknown   hiv yes  haart yes  cd4 350  cells mm3  viral load 0  copies mm3 nan nan nan nan platelet count greater   equal  75000 platelets per cubic milimeter platelet count greater   equal  75000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter leukocyte count greater   equal  3000 per microliter,"[0.64516129 0.78125    0.64516129 0.58064516 0.57575758 0.67567568
 0.66666667 0.34482759 0.62068966 0.55263158 0.75862069 0.63333333
 0.60465116 0.5862069  0.75862069 0.56666667 0.34482759 0.34482759
 0.91304348 0.65217391 0.61764706 0.59375    0.44827586 0.8
 0.57575758 0.48275862 0.71428571 0.48387097 0.34482759 0.7
 0.34482759 0.34482759 0.34482759 0.4516129  0.58064516 0.46428571
 0.34482759 0.33333333 0.63333333 0.5        0.41935484 0.64516129
 0.32258065 0.475      0.75862069 0.5        0.38888889 0.46666667
 0.41935484 0.43333333 0.20689655 0.65517241 0.5862069  0.46428571
 0.34482759 0.53846154 0.56666667 0.         0.34482759 0.4
 0.35714286 0.36666667 0.51724138 0.7        0.65517241 0.52777778
 0.58536585 0.73809524 0.51724138 0.37931034 0.39393939 0.51724138
 0.5        0.54054054 0.375      0.65517241 0.4        0.48648649
 0.64516129 0.51724138 0.65517241 0.34375    0.75862069 0.75862069
 0.36363636 0.35294118 0.58139535]",12
NCT02498613,"Hemoglobin measurement greater than  9 grams per deciliter,Hemoglobin measurement greater than  9 grams per deciliter,HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater  9 grams per deciliter hemoglobin measurement greater  9 grams per deciliter hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.45454545 0.70833333 0.45454545 0.36363636 0.375      0.53571429
 0.5        0.         0.47619048 0.43333333 0.66666667 0.5
 0.7        0.35       0.66666667 0.40909091 0.         0.
 0.89473684 0.61538462 0.44       0.39130435 0.15       0.72727273
 0.65517241 0.56       0.66666667 0.22727273 0.         0.59090909
 0.4        0.         0.         0.18181818 0.36363636 0.33333333
 0.         0.25       0.5        0.51724138 0.42307692 0.45454545
 0.53333333 0.44117647 0.66666667 0.51724138 0.52941176 0.41666667
 0.42307692 0.375      0.37037037 0.45       0.35       0.33333333
 0.         0.55882353 0.33333333 0.34482759 0.         0.0952381
 0.19047619 0.04761905 0.25       0.59090909 0.45       0.5
 0.75       0.78378378 0.25       0.05       0.44827586 0.25
 0.26086957 0.51612903 0.42857143 0.45       0.0952381  0.58823529
 0.45454545 0.40909091 0.52380952 0.5        0.66666667 0.66666667
 0.5625     0.28571429 0.60526316]",9
